,public_metrics,source,entities,text,conversation_id,author_id,geo,lang,created_at,in_reply_to_user_id,id,referenced_tweets,reply_settings,possibly_sensitive,attachments,context_annotations
55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,This dude just ordered the exact same thing as me...I'm afraid he wants to rape me.,169875561764749313,57599695,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53869331, 39.18737615]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2012-02-15T20:07:44.000Z,,169875561764749313,,everyone,False,,
56,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 14, 'end': 30, 'username': 'AndreaHochstetl', 'id': '366319766'}], 'annotations': [{'start': 31, 'end': 36, 'probability': 0.8603, 'type': 'Person', 'normalized_text': 'andrea'}]}",“@Karnageous: @andreahochstetl andrea...it may be. But besides the rape status you werent too bad.” that was dumb. should have called you.,168238033538260992,366319766,"{'coordinates': {'type': 'Point', 'coordinates': [-86.50870249, 39.17120826]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2012-02-11T07:40:47.000Z,,168238033538260992,,everyone,False,,
57,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 15, 'username': 'Whomper_Dinker', 'id': '473483551'}], 'hashtags': [{'start': 50, 'end': 57, 'tag': 'ballin'}]}","@Whomper_Dinker some call it rape, others call it #ballin",167886200760320000,273304609,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53486203, 39.1830173]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2012-02-10T08:23:54.000Z,473483551,167886497201135616,"[{'type': 'replied_to', 'id': '167886200760320000'}]",everyone,False,,
58,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,I glare at every person on the sidewalk that is stronger than me. My eyes scream: you do not have the power to rape me,166715626549817344,68038036,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51538804, 39.16898577]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2012-02-07T02:51:17.000Z,,166715626549817344,,everyone,False,,
59,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,There are actually men that rape their own daughters... That's unreal...,166127141241626624,177742305,"{'coordinates': {'type': 'Point', 'coordinates': [-86.4769789, 39.16241694]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2012-02-05T11:52:51.000Z,,166127141241626624,,everyone,False,,
60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,How I know the world is messed up: selling marijuana is considered worse in the public eye than forcible rape of a former spouse,162030406122745857,41941501,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51126528, 39.17138929]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2012-01-25T04:33:53.000Z,,162030406122745857,,everyone,False,,
61,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,,Getting ready to rape this french exam,160145888273121280,245629896,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.5060348, 39.1680531]}}",en,2012-01-19T23:45:29.000Z,,160145888273121280,,everyone,False,,
62,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 1, 'end': 11, 'username': 'Lyssssss_', 'id': '402868544'}, {'start': 13, 'end': 25, 'username': 'DrunkBarney', 'id': '635150427'}]}",“@lyssssss_: @DrunkBarney RAPE ME”,158039512914735104,224671082,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.53097968, 39.1701702]}}",en,2012-01-14T04:15:30.000Z,,158039512914735104,,everyone,False,,
63,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 47, 'end': 61, 'tag': 'btowntroubles'}]}",My first kiss was face rape! He face raped me! #btowntroubles,156618839373778944,209963508,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.52845829, 39.166305]}}",en,2012-01-10T06:10:15.000Z,,156618839373778944,,everyone,False,,
64,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 0, 'end': 7, 'username': 'keyoki', 'id': '2198340462'}]}","@keyoki alsp I get real tired of people arguing that it's totes not about sexual assault, the woman is just trying to keep up appearances",401102881077485568,45938066,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.49319287, 39.16582833]}}",en,2013-11-14T21:50:06.000Z,23631167,401104782108012544,"[{'type': 'replied_to', 'id': '401104017964539904'}]",everyone,False,,
65,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 59, 'end': 72, 'tag': 'BlurredLines'}], 'annotations': [{'start': 15, 'end': 20, 'probability': 0.6029, 'type': 'Person', 'normalized_text': 'Foster'}], 'urls': [{'start': 73, 'end': 95, 'url': 'http://t.co/RQOkTWYDBs', 'expanded_url': 'https://twitter.com/J_Hubert/status/396076739576602625/photo/1', 'display_url': 'pic.twitter.com/RQOkTWYDBs'}]}",Leave it up to Foster to make sexual assault even creepier #BlurredLines http://t.co/RQOkTWYDBs,396076739576602625,275668864,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.51813707, 39.17502687]}}",en,2013-11-01T00:50:28.000Z,,396076739576602625,,everyone,False,{'media_keys': ['3_396076739442397184']},
66,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,@madizielinski if you still have the screenshots and the victim is willing that is sexual assault.,388885062097199104,162919243,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.51486085, 39.16598949]}}",en,2013-10-12T14:25:32.000Z,732026689,389034103896416256,"[{'type': 'replied_to', 'id': '389033672545812480'}]",everyone,False,,
67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 0, 'end': 8, 'probability': 0.9333, 'type': 'Person', 'normalized_text': 'Smallwood'}], 'urls': [{'start': 117, 'end': 140, 'url': 'https://t.co/FWFvifgTzL', 'expanded_url': 'https://www.idsnews.com/news/mobile/story.aspx?id=92571', 'display_url': 'idsnews.com/news/mobile/st…'}]}",Smallwood refused to help BPD identify a sexual assault victim's attacker to protect his privacy? Both are residents https://t.co/FWFvifgTzL,326326353991438338,50842061,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.53203332, 39.18214902]}}",en,2013-04-22T13:27:20.000Z,,326326353991438338,,everyone,False,,
68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,,Class. Topic is Sexual Assault. The male comments to interviews we've watched have made me for the 1st time be embarrassed by my gender.,299280837919260672,353350618,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.52176356, 39.17010525]}}",en,2013-02-06T22:18:06.000Z,,299280837919260672,,everyone,False,,
69,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 86, 'end': 89, 'probability': 0.7151, 'type': 'Organization', 'normalized_text': 'NCAA'}], 'urls': [{'start': 122, 'end': 142, 'url': 'http://t.co/FV1ChY0P', 'expanded_url': 'http://www.salon.com/2013/01/17/notre_dames_double_standard/', 'display_url': 'salon.com/2013/01/17/not…'}]}",Sports media questions coverage of Te'o's girlfriend? Instead question coverage of ND/NCAA football &amp; sexual assault. http://t.co/FV1ChY0P,292323687707844608,15334543,"{'place_id': '1010ecfa7d3a40f8', 'coordinates': {'type': 'Point', 'coordinates': [-86.48767212, 39.15159696]}}",en,2013-01-18T17:32:52.000Z,,292323687707844608,,everyone,False,,
70,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 1, 'end': 16, 'username': 'WestfieldPatch', 'id': '38252497'}], 'hashtags': [{'start': 18, 'end': 31, 'tag': 'BreakingNews'}, {'start': 123, 'end': 131, 'tag': 'scummit'}], 'urls': [{'start': 101, 'end': 121, 'url': 'http://t.co/5vJIoS2b', 'expanded_url': 'http://westfield.patch.com', 'display_url': 'westfield.patch.com'}]}","""@WestfieldPatch: #BreakingNews | Summit Man Arrested For Alleged Sexual Assault Of Disabled Women | http://t.co/5vJIoS2b"" #scummit",289469061744697344,42711741,"{'place_id': 'a8b9e6374e5ffbfb', 'coordinates': {'type': 'Point', 'coordinates': [-86.5215504, 39.1663953]}}",en,2013-01-10T20:29:37.000Z,,289469061744697344,,everyone,False,,
71,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 69, 'end': 82, 'probability': 0.9869, 'type': 'Person', 'normalized_text': 'Jameis Winston'}], 'hashtags': [{'start': 84, 'end': 110, 'tag': 'FantasyFootballDomination'}], 'urls': [{'start': 111, 'end': 133, 'url': 'http://t.co/vRFYcac3Cx', 'expanded_url': 'https://twitter.com/Chris_Carlton/status/412442278343344130/photo/1', 'display_url': 'pic.twitter.com/vRFYcac3Cx'}]}",This is about as close as it gets to legal rape when your name isn't Jameis Winston #FantasyFootballDomination http://t.co/vRFYcac3Cx,412442278343344130,311177347,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51545858, 39.17128156]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-12-16T04:41:16.000Z,,412442278343344130,,everyone,False,{'media_keys': ['3_412442278272049153']},
72,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,,this final is going to rape me.,411901341531766784,92863976,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51975513, 39.17793305]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-12-14T16:51:47.000Z,,411901341531766784,,everyone,False,,
73,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 1, 'end': 10, 'username': 'MTVIndia', 'id': '16507391'}], 'hashtags': [{'start': 101, 'end': 108, 'tag': 'Sec377'}, {'start': 109, 'end': 127, 'tag': 'EqualRightsForAll'}]}","“@MTVIndia: Rape, Corruption and Religious fanaticism are criminal activities, homosexuality is not. #Sec377 #EqualRightsForAll”",410676919969935360,366873608,"{'coordinates': {'type': 'Point', 'coordinates': [-86.539355, 39.1802018]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-12-11T07:48:03.000Z,16507391,410677342151782401,"[{'type': 'replied_to', 'id': '410676919969935360'}]",everyone,False,,
74,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 1, 'end': 8, 'username': 'BroBii', 'id': '1234765211887759362'}, {'start': 10, 'end': 20, 'username': 'Sabeeh395', 'id': '544543457'}]}","""@brobii: @Sabeeh395 my GPA is so high it could rape a cloud"" wow. Just wow. I can't even. That's just miraculous",410639949642223616,544543457,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5173207, 39.1709473]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-12-11T05:19:27.000Z,,410639949642223616,,everyone,False,,
75,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,Ok Family Guy...that daughter's virginity rape/ gambling joke did make me laugh. Your move.,405580621109403648,383721577,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5067806, 39.1706914]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-11-27T06:15:30.000Z,,405580621109403648,,everyone,False,,
76,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,,"Rape me, my friend.",400322640193138688,305407185,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53608939, 39.17303737]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-11-12T18:02:09.000Z,,400322640193138688,,everyone,False,,
77,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,,Im@in  rape basement,394318472429072384,30388497,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53127022, 39.18142765]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-10-27T04:23:44.000Z,,394318472429072384,,everyone,False,,
78,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Plume for Android,,"I just heard a legitimately funny rape joke. A really insightful one, from a straight cis dude. I'm genuinely impressed.",391375684578205696,45938066,"{'coordinates': {'type': 'Point', 'coordinates': [-86.55017836, 39.17117117]}, 'place_id': '1010ecfa7d3a40f8'}",en,2013-10-19T01:30:09.000Z,,391375684578205696,,everyone,False,,
79,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,,Is rape acceptable if the victim is my pysch exam?,390882317599641600,251902200,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52127889, 39.17016582]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-10-17T16:49:41.000Z,,390882317599641600,,everyone,False,,
80,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,,you could say I'd date rape my best friends,389871377903124480,311211319,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51900679, 39.16870358]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-10-14T21:52:34.000Z,,389871377903124480,,everyone,False,,
81,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,,I forgot what it was like to have a test totally rape me until today.,389747140123033600,155381512,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52044551, 39.16728831]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-10-14T13:38:54.000Z,,389747140123033600,,everyone,False,,
82,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,It's really sad to know that a rape happened where I lived last year. Why can't we just stop when the other person says no? 💔,388686026845077504,247095088,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51080418, 39.16504972]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-10-11T15:22:24.000Z,,388686026845077504,,everyone,False,,
83,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 102, 'end': 107, 'tag': 'TBTN'}], 'annotations': [{'start': 95, 'end': 100, 'probability': 0.919, 'type': 'Person', 'normalized_text': 'Stacey'}]}","""As we take back the night, I hope we also take back our hearts and minds from rape culture"" - Stacey #TBTN",387709540814573568,1908354355,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52664142, 39.16791456]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-10-08T22:42:12.000Z,,387709540814573568,,everyone,False,,
84,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,,"""I swear if this is on my test I'm gonna rape a dragon 🐲""",387199000027213824,241322335,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52114593, 39.16632833]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-10-07T12:53:30.000Z,,387199000027213824,,everyone,False,,
85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"According to my psychology teacher, the song "" blurred lines"" is about rape...",379991177740566529,50345849,"{'coordinates': {'type': 'Point', 'coordinates': [-86.59921631, 39.14972064]}, 'place_id': '1010ecfa7d3a40f8'}",en,2013-09-17T15:32:11.000Z,,379991177740566529,,everyone,False,,
86,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,I'm yelling date rape,379123939751911425,174054951,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52933528, 39.17941479]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-09-15T06:06:05.000Z,,379123939751911425,,everyone,False,,
87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,this semester is going to rape me.,377178701311795201,92863976,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51975531, 39.17798361]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-09-09T21:16:24.000Z,,377178701311795201,,everyone,False,,
88,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 7, 'end': 23, 'username': 'neverknownfacts', 'id': '971159155057684480'}], 'annotations': [{'start': 28, 'end': 33, 'probability': 0.9967, 'type': 'Place', 'normalized_text': 'Kansas'}]}","WTF?! “@neverknownfacts: In Kansas, if a woman commits rape, and becomes pregnant because of it, she can sue the victim for child support.”",375136228016160768,366873608,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5392851, 39.18016777]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-09-04T06:00:52.000Z,629097517,375136357951102976,"[{'type': 'replied_to', 'id': '375136228016160768'}]",everyone,False,,
89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"I'd like to imagine every campus has a ""Girl Who Cried 'Rape'"" story.",374014267118202881,383721577,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51340949, 39.16866529]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-09-01T03:42:04.000Z,,374014267118202881,,everyone,False,,
90,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,A raccoon is trying to rape me and my friends help.,373320300143734784,18626518,"{'coordinates': {'type': 'Point', 'coordinates': [-86.50634296, 39.16873515]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-08-30T05:44:30.000Z,,373320300143734784,,everyone,False,,
91,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'mentions': [{'start': 43, 'end': 53, 'username': 'g_m_brown', 'id': '998776760'}]}",Just watched IU rape ISU.... Hahahahahaaaa @g_m_brown,373274566271193088,1090124328,"{'coordinates': {'type': 'Point', 'coordinates': [-86.5814302, 39.1516985]}, 'place_id': '1010ecfa7d3a40f8'}",tl,2013-08-30T02:42:46.000Z,,373274566271193088,,everyone,False,,
92,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 1, 'end': 10, 'username': 'NoRapist', 'id': '986476848'}], 'annotations': [{'start': 62, 'end': 77, 'probability': 0.7742, 'type': 'Other', 'normalized_text': 'Struggle Snuggle'}]}","“@NoRapist: Don't consider it ""Rape""... I prefer the term... ""Struggle Snuggle""”",373209250014568450,311211319,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52411867, 39.16864116]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-08-29T22:38:12.000Z,1214006592,373213021494968320,"[{'type': 'replied_to', 'id': '373209250014568450'}]",everyone,False,,
93,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,I now throw pillows at the tv when someone in a movie tells a rape joke so,365334340529430529,1636287571,"{'coordinates': {'type': 'Point', 'coordinates': [-86.54100114, 39.17448023]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-08-08T04:51:09.000Z,,365334340529430529,,everyone,False,,
94,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 11, 'username': '21andrea_d', 'id': '2356487812'}]}",@21andrea_d I HONESTLY THOUGHT HE WAS GOING TO RAPE ME! HE HAD THIS CRAZY LOOK IN HIS EYES AND AT ONE POINT HE SAID LET'S GET IT ON,354131976531357697,174054951,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51687379, 39.17102334]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-07-08T07:50:58.000Z,1054367389,354145571461799936,"[{'type': 'replied_to', 'id': '354145272475041792'}]",everyone,False,,
95,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 1, 'end': 17, 'username': 'anakinsydwalker', 'id': '157179596'}, {'start': 19, 'end': 27, 'username': 'pluroco', 'id': '174054951'}], 'urls': [{'start': 63, 'end': 85, 'url': 'http://t.co/p4SsufVcbQ', 'expanded_url': 'https://twitter.com/pluroco/status/354125734584930304/photo/1', 'display_url': 'pic.twitter.com/p4SsufVcbQ'}]}",“@anakinsydwalker: @pluroco I will force it” pls don't rape me http://t.co/p4SsufVcbQ,354125416002359296,174054951,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51238799, 39.16375496]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-07-08T06:32:09.000Z,157179596,354125734584930304,"[{'type': 'replied_to', 'id': '354125528858509312'}]",everyone,False,{'media_keys': ['3_354125734593318912']},
96,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"Dear everybody, you're never allowed to use the word rape, and satire is a figment of our imaginations",351958820475510784,174054951,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51753141, 39.17102334]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-07-02T07:01:36.000Z,,351958820475510784,,everyone,False,,
97,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 0, 'end': 16, 'username': 'chellywithaboge', 'id': '966797736'}, {'start': 17, 'end': 27, 'username': 'rave_hard', 'id': '1353330283'}]}",@ChellyWithaboge @Rave_Hard gtfo i wasn't making a joke about rape i was commenting on that guy calling jay a misogynist chill,351955341942075392,174054951,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51753141, 39.17103152]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-07-02T06:55:37.000Z,966797736,351957316347756544,"[{'type': 'replied_to', 'id': '351956544751022080'}]",everyone,False,,
98,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,I'm too busy making jokes about rape,351956436676382720,174054951,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51753401, 39.17104116]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-07-02T06:52:08.000Z,,351956436676382720,,everyone,False,,
99,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,"{'mentions': [{'start': 1, 'end': 17, 'username': 'chellywithaboge', 'id': '966797736'}, {'start': 19, 'end': 29, 'username': 'rave_hard', 'id': '1353330283'}, {'start': 30, 'end': 38, 'username': 'pluroco', 'id': '174054951'}], 'annotations': [{'start': 58, 'end': 60, 'probability': 0.5555, 'type': 'Person', 'normalized_text': 'jay'}]}",“@ChellyWithaboge: @Rave_Hard @pluroco not talking to you jay” HOLY FUCKING SHIT I DIDN'T MAKE A JOKE ABOUT RAPE ARE YOU NEW HERE,351955341942075392,174054951,"{'coordinates': {'type': 'Point', 'coordinates': [-86.51753202, 39.1710303]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-07-02T06:50:39.000Z,966797736,351956066654887936,"[{'type': 'replied_to', 'id': '351955798601105408'}]",everyone,False,,
100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Windows Phone,"{'mentions': [{'start': 0, 'end': 9, 'username': 'Dare_Res', 'id': '1355305802'}], 'annotations': [{'start': 74, 'end': 83, 'probability': 0.7369, 'type': 'Person', 'normalized_text': 'bill gates'}]}",@Dare_Res well even in rape it could have been ment to be who knows maybe bill gates mother got raped,349773920007766016,1069980842,"{'coordinates': {'type': 'Point', 'coordinates': [-86.55039597, 39.17477226]}}",en,2013-06-26T06:25:44.000Z,419870739,349775467559141378,"[{'type': 'replied_to', 'id': '349775137861681152'}]",everyone,False,,
101,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android,"{'annotations': [{'start': 80, 'end': 83, 'probability': 0.4953, 'type': 'Organization', 'normalized_text': 'Visa'}]}","Oh you got me mistaken honey, I don't wanna rape ya; I just want the paper. The Visa, kapeesha?",344640700492693504,105613999,"{'coordinates': {'type': 'Point', 'coordinates': [-86.4915209, 39.1702011]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-06-12T02:22:00.000Z,,344640700492693504,,everyone,False,,
102,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'annotations': [{'start': 0, 'end': 4, 'probability': 0.9931, 'type': 'Person', 'normalized_text': 'Chloe'}]}",Chloe keeps trying to rape me and I don't have the strength to fight her,333607796954234882,342317496,"{'coordinates': {'type': 'Point', 'coordinates': [-86.49883232, 39.16185863]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-05-12T15:41:11.000Z,,333607796954234882,,everyone,False,,
103,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,,My pigtails say rape me,333041492320997377,1202348640,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53391325, 39.16912844]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-05-11T02:10:54.000Z,,333041492320997377,,everyone,False,,
104,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Windows Phone,"{'annotations': [{'start': 5, 'end': 12, 'probability': 0.7419, 'type': 'Person', 'normalized_text': 'Victoria'}]}",Wish Victoria wouldn't rape me so hard,332032384587423744,242407096,"{'coordinates': {'type': 'Point', 'coordinates': [-86.52858257, 39.16648102]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-05-08T07:21:04.000Z,,332032384587423744,,everyone,False,,
105,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,Just discovered my new backpack has a built-in rape whistle in one of the straps. I'm freaking out. And I think my neighbors are too,329706380078501889,523816217,"{'coordinates': {'type': 'Point', 'coordinates': [-86.48288236, 39.16787313]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-05-01T21:18:21.000Z,,329706380078501889,,everyone,False,,
106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,"{'hashtags': [{'start': 122, 'end': 134, 'tag': 'notcoolguys'}]}",Women who make rape jokes make me want to throw myself down a flight of stairs. Correction: ANYONE who makes a rape joke. #notcoolguys,329291527107014656,241784995,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53496311, 39.16749011]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-04-30T17:49:52.000Z,,329291527107014656,,everyone,False,,
107,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,,"""this is like alcohol rape"" -my cousin on little 5.",325428052249165824,304082587,"{'coordinates': {'type': 'Point', 'coordinates': [-86.53201015, 39.18078262]}, 'place_id': 'a8b9e6374e5ffbfb'}",en,2013-04-20T01:57:48.000Z,,325428052249165824,,everyone,False,,
