,entities,context_annotations,source,geo,conversation_id,public_metrics,text,id,lang,created_at,possibly_sensitive,author_id,reply_settings,attachments,referenced_tweets,in_reply_to_user_id
57,"{'hashtags': [{'start': 31, 'end': 40, 'tag': 'SaferBar'}], 'annotations': [{'start': 131, 'end': 137, 'probability': 0.8787, 'type': 'Place', 'normalized_text': 'Madison'}], 'urls': [{'start': 140, 'end': 163, 'url': 'https://t.co/IvGmbO5V84', 'expanded_url': 'https://twitter.com/RapeCrisisDane/status/846089336294707200/photo/1', 'display_url': 'pic.twitter.com/IvGmbO5V84'}]}",,Twitter for iPhone,{'place_id': '083105e53f542000'},846089336294707200,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Just about to finish our first #SaferBar training of 2017 with Gib's and friends. Thx to them for helping reduce sexual assault in Madison! https://t.co/IvGmbO5V84,846089336294707200,en,2017-03-26T19:59:52.000Z,False,4062999315,everyone,{'media_keys': ['3_846089325766959104']},,
58,"{'hashtags': [{'start': 121, 'end': 131, 'tag': 'unfounded'}], 'urls': [{'start': 97, 'end': 120, 'url': 'https://t.co/UARlBEt5Gr', 'expanded_url': 'http://ln.is/theglobeandmail.com/tpBsv', 'display_url': 'ln.is/theglobeandmai…'}]}",,Linkis: turn sharing into growth,{'place_id': '078d435993ff02ed'},828676878097641472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Unfounded: Police dismiss 1 in 5 sexual assault claims as baseless, Globe investigation reveals. https://t.co/UARlBEt5Gr #unfounded",828676878097641472,en,2017-02-06T18:48:58.000Z,False,394752178,everyone,,,
59,"{'urls': [{'start': 96, 'end': 119, 'url': 'https://t.co/YIaEuTy4fk', 'expanded_url': 'https://www.instagram.com/p/BMnXpDUDo4D/', 'display_url': 'instagram.com/p/BMnXpDUDo4D/'}]}",,Instagram,"{'coordinates': {'type': 'Point', 'coordinates': [-89.39801056, 43.0739977]}, 'place_id': '7dc5c6d3bfb10ccc'}",796584755898830849,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",I am so proud to say that I was a part of such an inspiring rally against sexual assault. With… https://t.co/YIaEuTy4fk,796584755898830849,en,2016-11-10T05:26:20.000Z,False,2494984412,everyone,,,
60,"{'hashtags': [{'start': 120, 'end': 126, 'tag': 'News3'}], 'annotations': [{'start': 37, 'end': 47, 'probability': 0.3887, 'type': 'Organization', 'normalized_text': 'Bascom Hill'}, {'start': 104, 'end': 112, 'probability': 0.8558, 'type': 'Person', 'normalized_text': 'Alec Cook'}], 'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/h7fdviICWM', 'expanded_url': 'https://twitter.com/loganreigstad/status/796510728345780226/photo/1', 'display_url': 'pic.twitter.com/h7fdviICWM'}]}",,Twitter for Android,{'place_id': '07d9e3b62fc82000'},796510728345780226,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",A group of students are gathering on Bascom Hill to take a stand against sexual assault in light of the Alec Cook case. #News3 https://t.co/h7fdviICWM,796510728345780226,en,2016-11-10T00:32:10.000Z,False,2214377346,everyone,{'media_keys': ['3_796510686247534592']},,
61,"{'mentions': [{'start': 16, 'end': 27, 'username': 'jihad_huma', 'id': '778064456009912320'}]}",,Twitter for iPad,{'place_id': '756059b9675acdae'},793482749025792000,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@Countdown2Hill @jihad_huma @amanda_gotro Me too. We were born 6 days apart, 138 mi. Apart, same social upheaval in 60's, same Women's Rights, same law changes re: sexual assault.",793974707364073472,en,2016-11-03T00:34:56.000Z,False,395700994,everyone,,"[{'type': 'replied_to', 'id': '793515427397636096'}]",755913767376998401
62,"{'mentions': [{'start': 0, 'end': 15, 'username': 'assaultbytrump', 'id': '787478035729481728'}]}",,Twitter for iPad,{'place_id': '756059b9675acdae'},789037564631982080,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@assaultbytrump He does not recognise his activities as assault. I was cop. Grabbing women by sexual parts is sexual assault. Media knows?,789037564631982080,en,2016-10-20T09:36:29.000Z,False,395700994,everyone,,,787478035729481728
63,"{'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/NFXDVre907', 'expanded_url': 'http://bit.ly/2dmSQR7', 'display_url': 'bit.ly/2dmSQR7'}], 'mentions': [{'start': 0, 'end': 14, 'username': 'SenRonJohnson', 'id': '233737858'}, {'start': 19, 'end': 35, 'username': 'realDonaldTrump', 'id': '25073877'}]}","[{'domain': {'id': '38', 'name': 'Political Race', 'description': ''}, 'entity': {'id': '10037066629', 'name': '2016 US Elections', 'description': '2016 US Elections'}}]",Twitter for Android,{'place_id': '004e2b299a1fb473'},788566978445266944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@SenRonJohnson and @realDonaldTrump : 2 pigs in a pen. https://t.co/NFXDVre907,788566978445266944,en,2016-10-19T02:26:33.000Z,False,40931199,everyone,,,233737858
64,"{'mentions': [{'start': 0, 'end': 15, 'username': 'nickconfessore', 'id': '258885469'}]}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10029286289', 'name': 'Report'}}]",Twitter for iPad,{'place_id': '756059b9675acdae'},786357084447186944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@nickconfessore I was the ""rape police"" 1973-91. The actions these women described are sexual assault. It is scary for many women to report.",786510655813668864,en,2016-10-13T10:15:27.000Z,False,395700994,everyone,,"[{'type': 'replied_to', 'id': '786357084447186944'}]",258885469
65,"{'annotations': [{'start': 0, 'end': 4, 'probability': 0.7253, 'type': 'Organization', 'normalized_text': 'MSNBC'}, {'start': 12, 'end': 16, 'probability': 0.999, 'type': 'Person', 'normalized_text': 'Trump'}]}","[{'domain': {'id': '38', 'name': 'Political Race', 'description': ''}, 'entity': {'id': '10037066629', 'name': '2016 US Elections', 'description': '2016 US Elections'}}]",Twitter for iPad,{'place_id': '756059b9675acdae'},785349622747111424,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","MSNBC. What Trump fails to understand &amp; so do many men is that ""grabbing a woman by the pussy"" IS sexual assault. Chargeable. No sex necess.",785349622747111424,en,2016-10-10T05:21:55.000Z,False,395700994,everyone,,,
66,"{'hashtags': [{'start': 54, 'end': 63, 'tag': 'LadyGaga'}, {'start': 71, 'end': 81, 'tag': 'Oscar2016'}]}","[{'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10028635956', 'name': 'Academy Awards 2018'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10040162709', 'name': 'The 88th Annual Academy Awards'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042047567', 'name': 'Premios Oscar 2016'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042047641', 'name': 'Premios Oscar 2016'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042539516', 'name': 'The 88th Annual Academy Awards'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042561147', 'name': '88e cérémonie des Oscars'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042608179', 'name': 'the oscars 2016'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042835398', 'name': 'Oscar 2016 - Die Academy Awards - live aus L.A'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042844776', 'name': 'Academy Awards'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042047641', 'name': 'Premios Oscar 2016'}}, {'domain': {'id': '3', 'name': 'TV Shows', 'description': 'Television shows from around the world'}, 'entity': {'id': '10042988432', 'name': 'La notte degli Oscar 2016'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10042818174', 'name': 'The Oscars', 'description': 'Honors for achievements in film take place at the Dolby Theatre at Hollywood & Highland Center in Los Angeles; Chris Rock hosts; scheduled performers include Dave Grohl.'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10042833709', 'name': 'Academy Awards - Live Event'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10042834714', 'name': '88th Academy Awards', 'description': 'Actor and stand-up comedian Chris Rock hosts the 88th annual ceremony from Hollywood. ""The Revenant"" leads all films with 12 nominations, followed by ""Mad Max: Fury Road"" with 10.'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10042837244', 'name': '88e cérémonie des Oscars', 'description': ""Laurent Weil et Didier Allouch présentent la grande soirée retransmise en direct et en exclusivité. Cette 88e édition est orchestrée par l'acteur Chris Rock, qui avait déjà officié en 2005.""}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10042838553', 'name': 'Oscar 2016 - Die Academy Awards - live aus L.A', 'description': 'In Los Angeles werden zum 88. Mal die Filmschaffenden mit einem Oscar ausgezeichnet. Die Preise werden in verschiedenen Kategorien verliehen, u. a. ""Bester Film"" sowie ""Bester Schauspieler"" und ""Beste Schauspielerin"". Einer der Favoriten ist sicherlich der Historien-Western-Thriller ""The Revenant"", der schon mit mehreren Golden Globes ausgezeichnet wurde.'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10042846088', 'name': 'Premios Oscar'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10042846233', 'name': 'Premios Oscar'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10042846566', 'name': 'Academy Awards - Live Event'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10042971942', 'name': 'Academy Awards'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10043006236', 'name': 'Oscars'}}, {'domain': {'id': '4', 'name': 'TV Episodes', 'description': 'Television show episodes'}, 'entity': {'id': '10043024147', 'name': 'Academy Awards'}}]",Twitter for iPhone,{'place_id': '004e2b299a1fb473'},704163788879040512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Moved by 50 survivors of sexual assault on stage with #LadyGaga at the #Oscar2016. Sadly, it could have been millions.",704163788879040512,en,2016-02-29T04:38:24.000Z,False,14370845,everyone,,,
67,"{'mentions': [{'start': 0, 'end': 11, 'username': 'gneitzel16', 'id': '769470883'}]}",,Twitter for Android,{'place_id': '004e2b299a1fb473'},699709520407302144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@gneitzel16 with the way that he lied about this sexual assault. I think there's reason to speculate that he's lying about taking hgh too.,699709520407302144,en,2016-02-16T21:38:44.000Z,False,78799348,everyone,,,769470883
68,"{'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/33FmNv6an6', 'expanded_url': 'http://bitly.com/Ymlzc6', 'display_url': 'bitly.com/Ymlzc6'}]}",,eLobbyist,"{'coordinates': {'type': 'Point', 'coordinates': [-89.38412, 43.07453]}, 'place_id': '7dc5c6d3bfb10ccc'}",678272590545162240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SB170 [Passed] Statute of limitations for second-degree or third-degree sexual assault. https://t.co/33FmNv6an6,678272590545162240,en,2015-12-19T17:56:01.000Z,False,104739158,everyone,,,
69,"{'annotations': [{'start': 0, 'end': 1, 'probability': 0.7126, 'type': 'Organization', 'normalized_text': 'UW'}], 'urls': [{'start': 49, 'end': 72, 'url': 'https://t.co/DGKAk73PaN', 'expanded_url': 'https://twitter.com/docsartin/status/672956849646387201/photo/1', 'display_url': 'pic.twitter.com/DGKAk73PaN'}]}",,Twitter for iPhone,{'place_id': '004e2b299a1fb473'},672956849646387201,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",UW Sexual Assault TaskForce Meeting#TammyBaldwin https://t.co/DGKAk73PaN,672956849646387201,en,2015-12-05T01:53:10.000Z,False,251429247,everyone,{'media_keys': ['3_672956844386611200']},,
70,"{'urls': [{'start': 88, 'end': 111, 'url': 'https://t.co/33FmNv6an6', 'expanded_url': 'http://bitly.com/Ymlzc6', 'display_url': 'bitly.com/Ymlzc6'}]}",,eLobbyist,"{'coordinates': {'type': 'Point', 'coordinates': [-89.38412, 43.07453]}, 'place_id': '7dc5c6d3bfb10ccc'}",671890537012576256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SB170 [Enroll] Statute of limitations for second-degree or third-degree sexual assault. https://t.co/33FmNv6an6,671890537012576256,en,2015-12-02T03:16:01.000Z,False,104739158,everyone,,,
71,"{'urls': [{'start': 89, 'end': 112, 'url': 'https://t.co/33FmNuOzvy', 'expanded_url': 'http://bitly.com/Ymlzc6', 'display_url': 'bitly.com/Ymlzc6'}]}",,eLobbyist,"{'coordinates': {'type': 'Point', 'coordinates': [-89.38412, 43.07453]}, 'place_id': '7dc5c6d3bfb10ccc'}",662936531003420672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SB170 [Engross] Statute of limitations for second-degree or third-degree sexual assault. https://t.co/33FmNuOzvy,662936531003420672,en,2015-11-07T10:16:00.000Z,False,104739158,everyone,,,
72,"{'annotations': [{'start': 0, 'end': 6, 'probability': 0.6168, 'type': 'Organization', 'normalized_text': 'Badgers'}], 'hashtags': [{'start': 46, 'end': 54, 'tag': 'badgers'}, {'start': 55, 'end': 74, 'tag': 'WereBetterThanThat'}], 'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/Wt22AQGeqZ', 'expanded_url': 'https://m.youtube.com/channel/UCJWFzypUxqiSna0tQOl2jgQ', 'display_url': 'm.youtube.com/channel/UCJWFz…'}, {'start': 100, 'end': 122, 'url': 'http://t.co/IWDIxNQAJJ', 'expanded_url': 'https://twitter.com/DersTheDane/status/652298800699150336/photo/1', 'display_url': 'pic.twitter.com/IWDIxNQAJJ'}]}",,Twitter for iPhone,{'place_id': '07d9f33b2ec85000'},652298800699150336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}","Badgers taking a stand against sexual assault #badgers #WereBetterThanThat

https://t.co/Wt22AQGeqZ http://t.co/IWDIxNQAJJ",652298800699150336,en,2015-10-09T01:45:27.000Z,False,777125671,everyone,{'media_keys': ['3_652298790196547584']},,
73,"{'annotations': [{'start': 0, 'end': 1, 'probability': 0.9098, 'type': 'Organization', 'normalized_text': 'UW'}], 'urls': [{'start': 55, 'end': 77, 'url': 'http://t.co/JDWpUU4qJW', 'expanded_url': 'http://loganreigstad.com/2015/09/21/uw-officials-announce-results-of-sexual-assault-survey/', 'display_url': 'loganreigstad.com/2015/09/21/uw-…'}, {'start': 78, 'end': 100, 'url': 'http://t.co/Y7CVktplL3', 'expanded_url': 'https://twitter.com/loganreigstad/status/646044893014437888/photo/1', 'display_url': 'pic.twitter.com/Y7CVktplL3'}]}",,WordPress.com,"{'coordinates': {'type': 'Point', 'coordinates': [-89.39998, 43.073001]}, 'place_id': '7dc5c6d3bfb10ccc'}",646044893014437888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",UW officials announce results of sexual assault survey http://t.co/JDWpUU4qJW http://t.co/Y7CVktplL3,646044893014437888,en,2015-09-21T19:34:40.000Z,False,2214377346,everyone,{'media_keys': ['3_646044891886190592']},,
74,"{'annotations': [{'start': 41, 'end': 51, 'probability': 0.7215, 'type': 'Place', 'normalized_text': 'Madison, WI'}, {'start': 103, 'end': 109, 'probability': 0.5518, 'type': 'Place', 'normalized_text': 'Madison'}], 'urls': [{'start': 58, 'end': 80, 'url': 'http://t.co/z2D5QXfxrl', 'expanded_url': 'http://spotcrime.com', 'display_url': 'spotcrime.com'}, {'start': 115, 'end': 137, 'url': 'http://t.co/HeEmw6YoyQ', 'expanded_url': 'http://bit.ly/1Lh1kGJ', 'display_url': 'bit.ly/1Lh1kGJ'}]}",,twitterfeed,"{'coordinates': {'type': 'Point', 'coordinates': [-89.485589, 43.0944708]}, 'place_id': '004e2b299a1fb473'}",621160888888786944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Assault on SOUTHWEST COMMUTER BIKE PATH, Madison, WI (via http://t.co/z2D5QXfxrl): Sexual Assault. The Madison ... http://t.co/HeEmw6YoyQ",621160888888786944,en,2015-07-15T03:34:31.000Z,False,18166431,everyone,,,
75,"{'urls': [{'start': 85, 'end': 107, 'url': 'http://t.co/NjDSCQLJt4', 'expanded_url': 'http://bitly.com/YtEYru', 'display_url': 'bitly.com/YtEYru'}]}",,eLobbyist,"{'coordinates': {'type': 'Point', 'coordinates': [-89.38412, 43.07453]}, 'place_id': '7dc5c6d3bfb10ccc'}",606736221843374081,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",AB252 [NEW] Statute of limitations for second-degree or third-degree sexual assault. http://t.co/NjDSCQLJt4,606736221843374081,en,2015-06-05T08:16:02.000Z,False,104739158,everyone,,,
76,"{'urls': [{'start': 85, 'end': 107, 'url': 'http://t.co/33FmNuOzvy', 'expanded_url': 'http://bitly.com/Ymlzc6', 'display_url': 'bitly.com/Ymlzc6'}]}",,eLobbyist,"{'coordinates': {'type': 'Point', 'coordinates': [-89.38412, 43.07453]}, 'place_id': '7dc5c6d3bfb10ccc'}",601665316641439744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SB170 [NEW] Statute of limitations for second-degree or third-degree sexual assault. http://t.co/33FmNuOzvy,601665316641439744,en,2015-05-22T08:26:04.000Z,False,104739158,everyone,,,
77,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.40067526, 43.07181758]}, 'place_id': '7dc5c6d3bfb10ccc'}",590677409025945603,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",The amount of sexual assault emails I get is disgusting,590677409025945603,en,2015-04-22T00:44:03.000Z,False,312470821,everyone,,,
78,"{'annotations': [{'start': 42, 'end': 45, 'probability': 0.8207, 'type': 'Person', 'normalized_text': 'Luke'}], 'mentions': [{'start': 0, 'end': 10, 'username': 'UWMadison', 'id': '15763818'}], 'urls': [{'start': 85, 'end': 107, 'url': 'http://t.co/BsyIaGSB32', 'expanded_url': 'http://m.jsonline.com/news/education/walker-spokeswoman-says-uw-requested-deletion-of-sexual-assault-report-b99452966z1-294400321.html?utm_source=&utm_medium=&utm_campaign=hs', 'display_url': 'm.jsonline.com/news/education…'}]}",,Twitter for Android,"{'place_id': '7dc5c6d3bfb10ccc', 'coordinates': {'type': 'Point', 'coordinates': [-89.3864205, 43.0731258]}}",575454474061262849,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",@UWMadison and sexual assault... we don't Luke it but all that paperwork is just ugh http://t.co/BsyIaGSB32,575454893411995649,en,2015-03-11T00:35:12.000Z,False,99830480,everyone,,"[{'type': 'replied_to', 'id': '575454474061262849'}]",99830480
79,,,Twitter for Android,"{'place_id': '7dc5c6d3bfb10ccc', 'coordinates': {'type': 'Point', 'coordinates': [-89.3863751, 43.0731142]}}",575454474061262849,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Ate the exactly the same? ""...there is already a federal reporting requirement related to sexual assault and harassment on campuses.""",575454474061262849,en,2015-03-11T00:33:32.000Z,False,99830480,everyone,,,
80,"{'annotations': [{'start': 13, 'end': 15, 'probability': 0.9726, 'type': 'Organization', 'normalized_text': 'MLB'}, {'start': 65, 'end': 67, 'probability': 0.9757, 'type': 'Organization', 'normalized_text': 'NFL'}]}",,Twitter for iPhone,"{'place_id': '7dc5c6d3bfb10ccc', 'coordinates': {'type': 'Point', 'coordinates': [-89.4092835, 43.06977427]}}",562988547578548224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",I'm sure the MLB will be the standard of justice compared to the NFL in handling a sexual assault case,562988547578548224,en,2015-02-04T14:58:24.000Z,False,2518474465,everyone,,,
81,"{'mentions': [{'start': 1, 'end': 9, 'username': 'jakenew', 'id': '33274151'}, {'start': 14, 'end': 30, 'username': 'UWMadisonPolice', 'id': '209986115'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.40339704, 43.07208279]}, 'place_id': '7dc5c6d3bfb10ccc'}",520564826561863680,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",".@jakenew tho @UWMadisonPolice is back pedaling, their ""gen. safety tips""=verbatim those told 2 UW-MSN women to avoid sexual assault.",520621407810891776,en,2014-10-10T17:06:30.000Z,False,419308653,everyone,,"[{'type': 'replied_to', 'id': '520564826561863680'}]",33274151
82,"{'urls': [{'start': 117, 'end': 139, 'url': 'http://t.co/Nwqqa8q9Fi', 'expanded_url': 'http://host.madison.com/news/local/crime_and_courts/article_4cad4c34-8347-5e98-97ee-c64b9c8d156d.html', 'display_url': 'host.madison.com/news/local/cri…'}]}",,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.38644124, 43.07216944]}, 'place_id': '7dc5c6d3bfb10ccc'}",515535044564492288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Three men involved in a violent home invasion and sexual assault in February received lengthy prison terms yesterday http://t.co/Nwqqa8q9Fi,515535044564492288,en,2014-09-26T16:15:07.000Z,False,15815876,everyone,,,
83,"{'hashtags': [{'start': 131, 'end': 139, 'tag': 'Badgers'}], 'annotations': [{'start': 7, 'end': 15, 'probability': 0.4733, 'type': 'Organization', 'normalized_text': 'Mukwonago'}, {'start': 20, 'end': 36, 'probability': 0.9441, 'type': 'Person', 'normalized_text': 'Dominic Cizauskas'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},504035885831045120,"{'retweet_count': 3, 'reply_count': 4, 'like_count': 2, 'quote_count': 0}",Former Mukwonago LB Dominic Cizauskas sentenced to 12 mos in jail and 3 years probation for 3rd-degree sexual assault. Sad ending. #Badgers,504035885831045120,en,2014-08-25T22:41:34.000Z,False,20020098,everyone,,,
84,"{'annotations': [{'start': 0, 'end': 16, 'probability': 0.9968, 'type': 'Person', 'normalized_text': 'Dominic Cizauskas'}, {'start': 130, 'end': 131, 'probability': 0.4807, 'type': 'Organization', 'normalized_text': 'UW'}]}",,Twitter Web Client,{'place_id': '93e191cd736864c0'},479449029223256066,"{'retweet_count': 15, 'reply_count': 5, 'like_count': 1, 'quote_count': 0}",Dominic Cizauskas has been found guilty third degree sexual assault. Jury deliberated for around 5 hours. Doubt he ever plays for UW now.,479449029223256066,en,2014-06-19T02:22:10.000Z,False,20020098,everyone,,,
85,"{'annotations': [{'start': 0, 'end': 5, 'probability': 0.9112, 'type': 'Person', 'normalized_text': 'George'}], 'urls': [{'start': 78, 'end': 100, 'url': 'http://t.co/fy97q3uWtG', 'expanded_url': 'http://huff.to/1liczSy', 'display_url': 'huff.to/1liczSy'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.5184701, 43.0998919]}, 'place_id': '7dc5c6d3bfb10ccc'}",476103060063006721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",George Will thinks women on campus are using rape as a social status thing. - http://t.co/fy97q3uWtG,476103060063006721,en,2014-06-09T20:46:29.000Z,False,132925299,everyone,,,
86,,,Twitter for iPhone,"{'coordinates': {'type': 'Point', 'coordinates': [-89.51331334, 43.06453453]}, 'place_id': '1903f27f0c4cfac9'}",475809780284788738,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",bet you guys didn't realize there was a gross sexual assault scene in sailor moon did you?,475809780284788738,en,2014-06-09T01:21:06.000Z,False,18386639,everyone,,,
87,"{'urls': [{'start': 66, 'end': 88, 'url': 'http://t.co/qyo7GSpa4Q', 'expanded_url': 'http://www.slate.com/articles/double_x/doublex/2014/06/stanford_sexual_assault_case_did_the_university_do_enough_to_punish_a_student.html', 'display_url': 'slate.com/articles/doubl…'}], 'mentions': [{'start': 93, 'end': 99, 'username': 'scATX', 'id': '1466284074'}, {'start': 103, 'end': 116, 'username': 'emilybazelon', 'id': '28708146'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.3823262, 43.1334575]}, 'place_id': '1903f27f0c4cfac9'}",475465409194246144,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",Colleges Are Letting Students Off Way Too Easy for Sexual Assault http://t.co/qyo7GSpa4Q via @scATX // @emilybazelon's take.,475465409194246144,en,2014-06-08T02:32:41.000Z,False,23244246,everyone,,,
88,"{'urls': [{'start': 83, 'end': 105, 'url': 'http://t.co/JoRLBxdBuO', 'expanded_url': 'http://youtu.be/xLdElcv5qqc', 'display_url': 'youtu.be/xLdElcv5qqc'}], 'mentions': [{'start': 0, 'end': 12, 'username': 'BarackObama', 'id': '813286'}]}",,iOS,"{'coordinates': {'type': 'Point', 'coordinates': [-89.353497, 43.092514]}, 'place_id': '1903f27f0c4cfac9'}",461833260658466817,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","@BarackObama administration releases ""1 is 2 Many"" sexual assault campaign video.  http://t.co/JoRLBxdBuO",461833260658466817,en,2014-05-01T11:43:24.000Z,False,98178574,everyone,,,813286
89,"{'annotations': [{'start': 0, 'end': 10, 'probability': 0.5533, 'type': 'Place', 'normalized_text': 'White House'}]}",,Twitter for Android,"{'coordinates': {'type': 'Point', 'coordinates': [-89.3823513, 43.133415]}, 'place_id': '1903f27f0c4cfac9'}",460939173793243136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",White House is apparently about to release guidelines for preventing campus sexual assault. I emphatically welcome this move.,460939173793243136,en,2014-04-29T00:30:37.000Z,False,23244246,everyone,,,
90,"{'urls': [{'start': 117, 'end': 139, 'url': 'http://t.co/ZEYxsRwBJY', 'expanded_url': 'http://bitly.com/WiupZF', 'display_url': 'bitly.com/WiupZF'}]}",,eLobbyist,"{'coordinates': {'type': 'Point', 'coordinates': [-89.38412, 43.07453]}, 'place_id': '93e191cd736864c0'}",454027492358377472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",SB429 [Update] Fixing an incorrect cross-reference under the statute of limitations for repeated sexual assault o... http://t.co/ZEYxsRwBJY,454027492358377472,en,2014-04-09T22:46:04.000Z,False,104739158,everyone,,,
